SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/13/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00288","0.000076032"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/13/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/14/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000125","0.00000875"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/14/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0628","0.00002512"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/14/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00288","0.000076032"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/14/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/15/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.00012","0.0000084"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/15/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0603","0.00002412"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/15/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00288","0.000076032"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/15/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/16/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000117","0.00000819"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/16/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0608","0.00002432"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/16/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.002771","0.0000731544"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/16/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/17/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000142","0.00000994"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/17/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0607","0.00002428"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/17/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00288","0.000076032"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/17/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/18/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000141","0.00000987"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/18/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0628","0.00002512"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/18/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.002771","0.0000731544"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/18/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/19/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000144","0.00001008"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/19/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0622","0.00002488"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/19/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00288","0.000076032"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/19/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/20/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000127","0.00000889"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/20/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0649","0.00002596"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/20/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00288","0.000076032"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/20/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/21/2017","{32C3EBEC-1646-49E3-8127-2CAFBD3A04D8}","Networking","All","Zone 1","Data Transfer In (GB)","5.7E-05","0"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/21/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.00012","0.0000084"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/21/2017","{9995D93A-7D35-4D3F-9C69-7A7FEA447EF4}","Networking","All","Zone 1","Data Transfer Out (GB)","6E-05","0.00000291"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/21/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0691","0.00002764"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/21/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00288","0.000076032"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/21/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/21/2017","{E4A85194-81E3-47FD-ADA2-FE1467B57BFE}","Virtual Machines","Standard_NC24r VM","US South Central","Compute Hours","0.266672","1.351493696"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/21/2017","{F114CB19-EA64-40B5-BCD7-AEE474B62853}","Networking","Public IP Addresses","All","IP Address Hours","0.3","0.0012"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/22/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.00012","0.0000084"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/22/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0589","0.00002356"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/22/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00288","0.000076032"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/22/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/23/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.00012","0.0000084"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/23/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0629","0.00002516"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/23/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00288","0.000076032"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/23/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/24/2017","{211E620C-EBCF-4DB5-A7FD-996ABEBE9546}","Data Management","All","All","Standard IO - Block Blob Write Operation Units (in 10,000s)","0.0006","0.00000024"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/24/2017","{32C3EBEC-1646-49E3-8127-2CAFBD3A04D8}","Networking","All","Zone 1","Data Transfer In (GB)","0.000255","0"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/24/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000143","0.00001001"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/24/2017","{40551B4C-E8BE-48ED-B70B-F8D25C7DE724}","Data Management","All","All","Standard IO - Block Blob Read Operation Units (in 10,000s)","0.0001","0.00000004"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/24/2017","{40CDE86C-FC11-4AAE-B982-44C24A1F4F03}","Storage","Locally Redundant","US South Central","Standard Managed Disk/S4 (Units)","0.002688","0.002064384"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/24/2017","{9995D93A-7D35-4D3F-9C69-7A7FEA447EF4}","Networking","All","Zone 1","Data Transfer Out (GB)","0.000268","0.000012998"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/24/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0641","0.00002564"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/24/2017","{C01A1EED-B19A-4AAD-BB83-8D62CDC29778}","Data Management","All","All","Standard IO - Page Blob Write Operation Units (in 10,000s)","1.2647","0.00050588"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/24/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00288","0.000076032"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/24/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/24/2017","{D3824379-DC7E-472B-9E67-3F4A7EADC05B}","Data Management","All","All","Standard IO - Page Blob Read Operation Units (in 10,000s)","0.2558","0.00010232"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/24/2017","{E4A85194-81E3-47FD-ADA2-FE1467B57BFE}","Virtual Machines","Standard_NC24r VM","US South Central","Compute Hours","3.66672","18.58293696"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/24/2017","{F114CB19-EA64-40B5-BCD7-AEE474B62853}","Networking","Public IP Addresses","All","IP Address Hours","3.6","0.0144"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/25/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000138","0.00000966"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/25/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0631","0.00002524"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/25/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.002662","0.0000702768"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/25/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/26/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000141","0.00000987"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/26/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.065","0.000026"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/26/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.002771","0.0000731544"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/26/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/27/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000144","0.00001008"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/27/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0645","0.0000258"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/27/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00288","0.000076032"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/27/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/28/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000144","0.00001008"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/28/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0614","0.00002456"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/28/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00288","0.000076032"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/28/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/29/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000144","0.00001008"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/29/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0604","0.00002416"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/29/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00288","0.000076032"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/29/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/30/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000124","0.00000868"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/30/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0608","0.00002432"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/30/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.002771","0.0000731544"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/30/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/31/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000117","0.00000819"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/31/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0638","0.00002552"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/31/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.002771","0.0000731544"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","7/31/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","8/1/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.00012","0.0000084"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","8/1/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.0639","0.00002556"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","8/1/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00288","0.000076032"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","8/1/2017","{D23A5753-FF85-4DDF-AF28-8CC5CF2D3882}","Storage","Locally Redundant","All","Standard IO - Page Blob/Disk (GB)","4.735464","0.2367732"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","8/2/2017","{3F2B1E1C-C886-4EC6-AD6F-DD0EF38819C9}","Storage","Locally Redundant","All","Standard IO - Table (GB)","0.000141","0.00000987"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","8/2/2017","{9CB0BDE8-BC0D-468C-8423-A25FE06779D3}","Data Management","All","All","Standard IO - Table Write Operation Units (in 10,000s)","0.065","0.000026"
"Microsoft Azure Sponsorship","{4C217C02-7B06-42DA-B13C-E8DE392FBD00}","8/2/2017","{C1635534-1C1D-4FC4-B090-88FC2672EF87}","Storage","Locally Redundant","All","Standard IO - Block Blob (GB)","0.00288","0.000076032"
